000000 - [0]
000001 - [0]
000002 - [0]
000003 - [0]
000004 - [0]
000005 - [0]
000006 - [0]
000007 - [0]
000008 - [1, 0]
000009 - [1, 0]
000010 - [1, 0]
000011 - [1, 0]
000012 - [1, 0]
000013 - [1, 0]
000014 - [1, 0]
000015 - [1, 0]
000016 - [2, 0]
000017 - [2, 0]
000018 - [2, 0]
000019 - [2, 0]
000020 - [2, 0]
000021 - [2, 0]
000022 - [2, 0]
000023 - [2, 0]
000024 - [3, 0]
000025 - [3, 0]
000026 - [3, 0]
000027 - [3, 0]
000028 - [3, 0]
000029 - [3, 0]
000030 - [3, 0]
000031 - [3, 0]
000032 - [4, 0]
000033 - [4, 0]
000034 - [4, 0]
000035 - [4, 0]
000036 - [4, 0]
000037 - [4, 0]
000038 - [4, 0]
000039 - [4, 0]
000040 - [5, 0]
000041 - [5, 0]
000042 - [5, 0]
000043 - [5, 0]
000044 - [5, 0]
000045 - [5, 0]
000046 - [5, 0]
000047 - [5, 0]
000048 - [6, 0]
000049 - [6, 0]
000050 - [6, 0]
000051 - [6, 0]
000052 - [6, 0]
000053 - [6, 0]
000054 - [6, 0]
000055 - [6, 0]
000056 - [7, 0]
000057 - [7, 0]
000058 - [7, 0]
000059 - [7, 0]
000060 - [7, 0]
000061 - [7, 0]
000062 - [7, 0]
000063 - [7, 0]
112865 - [4, 3, 4, 3, 3, 0]
112866 - [4, 3, 4, 3, 3, 0]
112867 - [4, 3, 4, 3, 3, 0]
112868 - [4, 3, 4, 3, 3, 0]
112869 - [4, 3, 4, 3, 3, 0]
112870 - [4, 3, 4, 3, 3, 0]
112871 - [4, 3, 4, 3, 3, 0]
112872 - [5, 3, 4, 3, 3, 0]
112873 - [5, 3, 4, 3, 3, 0]
112874 - [5, 3, 4, 3, 3, 0]
112875 - [5, 3, 4, 3, 3, 0]
112876 - [5, 3, 4, 3, 3, 0]
112877 - [5, 3, 4, 3, 3, 0]
112878 - [5, 3, 4, 3, 3, 0]
112879 - [5, 3, 4, 3, 3, 0]
112880 - [6, 3, 4, 3, 3, 0]
112881 - [6, 3, 4, 3, 3, 0]
112882 - [6, 3, 4, 3, 3, 0]
112883 - [6, 3, 4, 3, 3, 0]
112884 - [6, 3, 4, 3, 3, 0]
112885 - [6, 3, 4, 3, 3, 0]
112886 - [6, 3, 4, 3, 3, 0]
112887 - [6, 3, 4, 3, 3, 0]
112888 - [7, 3, 4, 3, 3, 0]
112889 - [7, 3, 4, 3, 3, 0]
112890 - [7, 3, 4, 3, 3, 0]
112891 - [7, 3, 4, 3, 3, 0]
112892 - [7, 3, 4, 3, 3, 0]
112893 - [7, 3, 4, 3, 3, 0]
112894 - [7, 3, 4, 3, 3, 0]
112895 - [7, 3, 4, 3, 3, 0]
112896 - [0, 4, 4, 3, 3, 0]
112897 - [0, 4, 4, 3, 3, 0]
112898 - [0, 4, 4, 3, 3, 0]
112899 - [0, 4, 4, 3, 3, 0]
112900 - [0, 4, 4, 3, 3, 0]
112901 - [0, 4, 4, 3, 3, 0]
112902 - [0, 4, 4, 3, 3, 0]
112903 - [0, 4, 4, 3, 3, 0]
112904 - [1, 4, 4, 3, 3, 0]
112905 - [1, 4, 4, 3, 3, 0]
112906 - [1, 4, 4, 3, 3, 0]
112907 - [1, 4, 4, 3, 3, 0]
112908 - [1, 4, 4, 3, 3, 0]
112909 - [1, 4, 4, 3, 3, 0]
112910 - [1, 4, 4, 3, 3, 0]
112911 - [1, 4, 4, 3, 3, 0]
112912 - [2, 4, 4, 3, 3, 0]
112913 - [2, 4, 4, 3, 3, 0]
112914 - [2, 4, 4, 3, 3, 0]
112915 - [2, 4, 4, 3, 3, 0]
112916 - [2, 4, 4, 3, 3, 0]
112917 - [2, 4, 4, 3, 3, 0]
112918 - [2, 4, 4, 3, 3, 0]
112919 - [2, 4, 4, 3, 3, 0]
112920 - [3, 4, 4, 3, 3, 0]
112921 - [3, 4, 4, 3, 3, 0]
112922 - [3, 4, 4, 3, 3, 0]
112923 - [3, 4, 4, 3, 3, 0]
112924 - [3, 4, 4, 3, 3, 0]
112925 - [3, 4, 4, 3, 3, 0]
112926 - [3, 4, 4, 3, 3, 0]
112927 - [3, 4, 4, 3, 3, 0]
112928 - [4, 4, 4, 3, 3, 0]
112929 - [4, 4, 4, 3, 3, 0]
112930 - [4, 4, 4, 3, 3, 0]
112931 - [4, 4, 4, 3, 3, 0]
112932 - [4, 4, 4, 3, 3, 0]
112933 - [4, 4, 4, 3, 3, 0]
112934 - [4, 4, 4, 3, 3, 0]
112935 - [4, 4, 4, 3, 3, 0]
112936 - [5, 4, 4, 3, 3, 0]
112937 - [5, 4, 4, 3, 3, 0]
112938 - [5, 4, 4, 3, 3, 0]
112939 - [5, 4, 4, 3, 3, 0]
112940 - [5, 4, 4, 3, 3, 0]
112941 - [5, 4, 4, 3, 3, 0]
112942 - [5, 4, 4, 3, 3, 0]
112943 - [5, 4, 4, 3, 3, 0]
112944 - [6, 4, 4, 3, 3, 0]
112945 - [6, 4, 4, 3, 3, 0]
112946 - [6, 4, 4, 3, 3, 0]
112947 - [6, 4, 4, 3, 3, 0]
112948 - [6, 4, 4, 3, 3, 0]
112949 - [6, 4, 4, 3, 3, 0]
112950 - [6, 4, 4, 3, 3, 0]
112951 - [6, 4, 4, 3, 3, 0]
112952 - [7, 4, 4, 3, 3, 0]
112953 - [7, 4, 4, 3, 3, 0]
112954 - [7, 4, 4, 3, 3, 0]
112955 - [7, 4, 4, 3, 3, 0]
112956 - [7, 4, 4, 3, 3, 0]
112957 - [7, 4, 4, 3, 3, 0]
112958 - [7, 4, 4, 3, 3, 0]
112959 - [7, 4, 4, 3, 3, 0]
112960 - [0, 5, 4, 3, 3, 0]
112961 - [0, 5, 4, 3, 3, 0]
112962 - [0, 5, 4, 3, 3, 0]
112963 - [0, 5, 4, 3, 3, 0]
112964 - [0, 5, 4, 3, 3, 0]
112965 - [0, 5, 4, 3, 3, 0]
112966 - [0, 5, 4, 3, 3, 0]
112967 - [0, 5, 4, 3, 3, 0]
112968 - [1, 5, 4, 3, 3, 0]
112969 - [1, 5, 4, 3, 3, 0]
112970 - [1, 5, 4, 3, 3, 0]
112971 - [1, 5, 4, 3, 3, 0]
112972 - [1, 5, 4, 3, 3, 0]
112973 - [1, 5, 4, 3, 3, 0]
112974 - [1, 5, 4, 3, 3, 0]
112975 - [1, 5, 4, 3, 3, 0]
112976 - [2, 5, 4, 3, 3, 0]
112977 - [2, 5, 4, 3, 3, 0]
112978 - [2, 5, 4, 3, 3, 0]
112979 - [2, 5, 4, 3, 3, 0]
112980 - [2, 5, 4, 3, 3, 0]
112981 - [2, 5, 4, 3, 3, 0]
112982 - [2, 5, 4, 3, 3, 0]
112983 - [2, 5, 4, 3, 3, 0]
112984 - [3, 5, 4, 3, 3, 0]
112985 - [3, 5, 4, 3, 3, 0]
112986 - [3, 5, 4, 3, 3, 0]
112987 - [3, 5, 4, 3, 3, 0]
112988 - [3, 5, 4, 3, 3, 0]
112989 - [3, 5, 4, 3, 3, 0]
112990 - [3, 5, 4, 3, 3, 0]
112991 - [3, 5, 4, 3, 3, 0]
112992 - [4, 5, 4, 3, 3, 0]
112993 - [4, 5, 4, 3, 3, 0]
112994 - [4, 5, 4, 3, 3, 0]
112995 - [4, 5, 4, 3, 3, 0]
112996 - [4, 5, 4, 3, 3, 0]
112997 - [4, 5, 4, 3, 3, 0]
112998 - [4, 5, 4, 3, 3, 0]
112999 - [4, 5, 4, 3, 3, 0]
113000 - [5, 5, 4, 3, 3, 0]
113001 - [5, 5, 4, 3, 3, 0]
113002 - [5, 5, 4, 3, 3, 0]
113003 - [5, 5, 4, 3, 3, 0]
113004 - [5, 5, 4, 3, 3, 0]
113005 - [5, 5, 4, 3, 3, 0]
113006 - [5, 5, 4, 3, 3, 0]
113007 - [5, 5, 4, 3, 3, 0]
113008 - [6, 5, 4, 3, 3, 0]
113009 - [6, 5, 4, 3, 3, 0]
113010 - [6, 5, 4, 3, 3, 0]
113011 - [6, 5, 4, 3, 3, 0]
113012 - [6, 5, 4, 3, 3, 0]
113013 - [6, 5, 4, 3, 3, 0]
113014 - [6, 5, 4, 3, 3, 0]
113015 - [6, 5, 4, 3, 3, 0]
113016 - [7, 5, 4, 3, 3, 0]
113017 - [7, 5, 4, 3, 3, 0]
113018 - [7, 5, 4, 3, 3, 0]
113019 - [7, 5, 4, 3, 3, 0]
113020 - [7, 5, 4, 3, 3, 0]
113021 - [7, 5, 4, 3, 3, 0]
113022 - [7, 5, 4, 3, 3, 0]
113023 - [7, 5, 4, 3, 3, 0]
113024 - [0, 6, 4, 3, 3, 0]
113025 - [0, 6, 4, 3, 3, 0]
113026 - [0, 6, 4, 3, 3, 0]
113027 - [0, 6, 4, 3, 3, 0]
113028 - [0, 6, 4, 3, 3, 0]
113029 - [0, 6, 4, 3, 3, 0]
113030 - [0, 6, 4, 3, 3, 0]
113031 - [0, 6, 4, 3, 3, 0]
113032 - [1, 6, 4, 3, 3, 0]
113033 - [1, 6, 4, 3, 3, 0]
113034 - [1, 6, 4, 3, 3, 0]
113035 - [1, 6, 4, 3, 3, 0]
113036 - [1, 6, 4, 3, 3, 0]
113037 - [1, 6, 4, 3, 3, 0]
113038 - [1, 6, 4, 3, 3, 0]
113039 - [1, 6, 4, 3, 3, 0]
113040 - [2, 6, 4, 3, 3, 0]
113041 - [2, 6, 4, 3, 3, 0]
113042 - [2, 6, 4, 3, 3, 0]
113043 - [2, 6, 4, 3, 3, 0]
113044 - [2, 6, 4, 3, 3, 0]
113045 - [2, 6, 4, 3, 3, 0]
113046 - [2, 6, 4, 3, 3, 0]
113047 - [2, 6, 4, 3, 3, 0]
113048 - [3, 6, 4, 3, 3, 0]
113049 - [3, 6, 4, 3, 3, 0]
113050 - [3, 6, 4, 3, 3, 0]
113051 - [3, 6, 4, 3, 3, 0]
113052 - [3, 6, 4, 3, 3, 0]
113053 - [3, 6, 4, 3, 3, 0]
113054 - [3, 6, 4, 3, 3, 0]
113055 - [3, 6, 4, 3, 3, 0]
113056 - [4, 6, 4, 3, 3, 0]
113057 - [4, 6, 4, 3, 3, 0]
113058 - [4, 6, 4, 3, 3, 0]
113059 - [4, 6, 4, 3, 3, 0]
113060 - [4, 6, 4, 3, 3, 0]
113061 - [4, 6, 4, 3, 3, 0]
113062 - [4, 6, 4, 3, 3, 0]
113063 - [4, 6, 4, 3, 3, 0]
113064 - [5, 6, 4, 3, 3, 0]
113065 - [5, 6, 4, 3, 3, 0]
113066 - [5, 6, 4, 3, 3, 0]
113067 - [5, 6, 4, 3, 3, 0]
113068 - [5, 6, 4, 3, 3, 0]
113069 - [5, 6, 4, 3, 3, 0]
113070 - [5, 6, 4, 3, 3, 0]
113071 - [5, 6, 4, 3, 3, 0]
113072 - [6, 6, 4, 3, 3, 0]
113073 - [6, 6, 4, 3, 3, 0]
113074 - [6, 6, 4, 3, 3, 0]
113075 - [6, 6, 4, 3, 3, 0]
113076 - [6, 6, 4, 3, 3, 0]
113077 - [6, 6, 4, 3, 3, 0]
113078 - [6, 6, 4, 3, 3, 0]
113079 - [6, 6, 4, 3, 3, 0]
113080 - [7, 6, 4, 3, 3, 0]
113081 - [7, 6, 4, 3, 3, 0]
113082 - [7, 6, 4, 3, 3, 0]
113083 - [7, 6, 4, 3, 3, 0]
113084 - [7, 6, 4, 3, 3, 0]
113085 - [7, 6, 4, 3, 3, 0]
113086 - [7, 6, 4, 3, 3, 0]
113087 - [7, 6, 4, 3, 3, 0]
113088 - [0, 7, 4, 3, 3, 0]
113089 - [0, 7, 4, 3, 3, 0]
113090 - [0, 7, 4, 3, 3, 0]
113091 - [0, 7, 4, 3, 3, 0]
113092 - [0, 7, 4, 3, 3, 0]
113093 - [0, 7, 4, 3, 3, 0]
113094 - [0, 7, 4, 3, 3, 0]
113095 - [0, 7, 4, 3, 3, 0]
113096 - [1, 7, 4, 3, 3, 0]
113097 - [1, 7, 4, 3, 3, 0]
113098 - [1, 7, 4, 3, 3, 0]
113099 - [1, 7, 4, 3, 3, 0]
113100 - [1, 7, 4, 3, 3, 0]
113101 - [1, 7, 4, 3, 3, 0]
113102 - [1, 7, 4, 3, 3, 0]
113103 - [1, 7, 4, 3, 3, 0]
113104 - [2, 7, 4, 3, 3, 0]
113105 - [2, 7, 4, 3, 3, 0]
113106 - [2, 7, 4, 3, 3, 0]
113107 - [2, 7, 4, 3, 3, 0]
113108 - [2, 7, 4, 3, 3, 0]
113109 - [2, 7, 4, 3, 3, 0]
113110 - [2, 7, 4, 3, 3, 0]
113111 - [2, 7, 4, 3, 3, 0]
113112 - [3, 7, 4, 3, 3, 0]
113113 - [3, 7, 4, 3, 3, 0]
113114 - [3, 7, 4, 3, 3, 0]
113115 - [3, 7, 4, 3, 3, 0]
113116 - [3, 7, 4, 3, 3, 0]
113117 - [3, 7, 4, 3, 3, 0]
113118 - [3, 7, 4, 3, 3, 0]
113119 - [3, 7, 4, 3, 3, 0]
113120 - [4, 7, 4, 3, 3, 0]
113121 - [4, 7, 4, 3, 3, 0]
113122 - [4, 7, 4, 3, 3, 0]
113123 - [4, 7, 4, 3, 3, 0]
113124 - [4, 7, 4, 3, 3, 0]
113125 - [4, 7, 4, 3, 3, 0]
113126 - [4, 7, 4, 3, 3, 0]
113127 - [4, 7, 4, 3, 3, 0]
113128 - [5, 7, 4, 3, 3, 0]
113129 - [5, 7, 4, 3, 3, 0]
113130 - [5, 7, 4, 3, 3, 0]
113131 - [5, 7, 4, 3, 3, 0]
113132 - [5, 7, 4, 3, 3, 0]
113133 - [5, 7, 4, 3, 3, 0]
113134 - [5, 7, 4, 3, 3, 0]
113135 - [5, 7, 4, 3, 3, 0]
113136 - [6, 7, 4, 3, 3, 0]
113137 - [6, 7, 4, 3, 3, 0]
113138 - [6, 7, 4, 3, 3, 0]
113139 - [6, 7, 4, 3, 3, 0]
113140 - [6, 7, 4, 3, 3, 0]
113141 - [6, 7, 4, 3, 3, 0]
113142 - [6, 7, 4, 3, 3, 0]
113143 - [6, 7, 4, 3, 3, 0]
113144 - [7, 7, 4, 3, 3, 0]
113145 - [7, 7, 4, 3, 3, 0]
113146 - [7, 7, 4, 3, 3, 0]
113147 - [7, 7, 4, 3, 3, 0]
113148 - [7, 7, 4, 3, 3, 0]
113149 - [7, 7, 4, 3, 3, 0]
113150 - [7, 7, 4, 3, 3, 0]
113151 - [7, 7, 4, 3, 3, 0]
113152 - [0, 0, 5, 3, 3, 0]
113153 - [0, 0, 5, 3, 3, 0]
113154 - [0, 0, 5, 3, 3, 0]
113155 - [0, 0, 5, 3, 3, 0]
113156 - [0, 0, 5, 3, 3, 0]
113157 - [0, 0, 5, 3, 3, 0]
113158 - [0, 0, 5, 3, 3, 0]
113159 - [0, 0, 5, 3, 3, 0]
113160 - [1, 0, 5, 3, 3, 0]
113161 - [1, 0, 5, 3, 3, 0]
113162 - [1, 0, 5, 3, 3, 0]
113163 - [1, 0, 5, 3, 3, 0]
113164 - [1, 0, 5, 3, 3, 0]
113165 - [1, 0, 5, 3, 3, 0]
113166 - [1, 0, 5, 3, 3, 0]
113167 - [1, 0, 5, 3, 3, 0]
113168 - [2, 0, 5, 3, 3, 0]
113169 - [2, 0, 5, 3, 3, 0]
113170 - [2, 0, 5, 3, 3, 0]
113171 - [2, 0, 5, 3, 3, 0]
113172 - [2, 0, 5, 3, 3, 0]
113173 - [2, 0, 5, 3, 3, 0]
113174 - [2, 0, 5, 3, 3, 0]
113175 - [2, 0, 5, 3, 3, 0]
113176 - [3, 0, 5, 3, 3, 0]
113177 - [3, 0, 5, 3, 3, 0]
113178 - [3, 0, 5, 3, 3, 0]
113179 - [3, 0, 5, 3, 3, 0]
113180 - [3, 0, 5, 3, 3, 0]
113181 - [3, 0, 5, 3, 3, 0]
113182 - [3, 0, 5, 3, 3, 0]
113183 - [3, 0, 5, 3, 3, 0]
113184 - [4, 0, 5, 3, 3, 0]
113185 - [4, 0, 5, 3, 3, 0]
113186 - [4, 0, 5, 3, 3, 0]
113187 - [4, 0, 5, 3, 3, 0]
113188 - [4, 0, 5, 3, 3, 0]
113189 - [4, 0, 5, 3, 3, 0]
113190 - [4, 0, 5, 3, 3, 0]
113191 - [4, 0, 5, 3, 3, 0]
113192 - [5, 0, 5, 3, 3, 0]
113193 - [5, 0, 5, 3, 3, 0]
113194 - [5, 0, 5, 3, 3, 0]
113195 - [5, 0, 5, 3, 3, 0]
113196 - [5, 0, 5, 3, 3, 0]
113197 - [5, 0, 5, 3, 3, 0]
113198 - [5, 0, 5, 3, 3, 0]
113199 - [5, 0, 5, 3, 3, 0]
113200 - [6, 0, 5, 3, 3, 0]
113201 - [6, 0, 5, 3, 3, 0]
113202 - [6, 0, 5, 3, 3, 0]
113203 - [6, 0, 5, 3, 3, 0]
113204 - [6, 0, 5, 3, 3, 0]
113205 - [6, 0, 5, 3, 3, 0]
113206 - [6, 0, 5, 3, 3, 0]
113207 - [6, 0, 5, 3, 3, 0]
113208 - [7, 0, 5, 3, 3, 0]
113209 - [7, 0, 5, 3, 3, 0]
113210 - [7, 0, 5, 3, 3, 0]
113211 - [7, 0, 5, 3, 3, 0]
113212 - [7, 0, 5, 3, 3, 0]
113213 - [7, 0, 5, 3, 3, 0]
113214 - [7, 0, 5, 3, 3, 0]
113215 - [7, 0, 5, 3, 3, 0]
113216 - [0, 1, 5, 3, 3, 0]
113217 - [0, 1, 5, 3, 3, 0]
113218 - [0, 1, 5, 3, 3, 0]
113219 - [0, 1, 5, 3, 3, 0]
113220 - [0, 1, 5, 3, 3, 0]
113221 - [0, 1, 5, 3, 3, 0]
113222 - [0, 1, 5, 3, 3, 0]
113223 - [0, 1, 5, 3, 3, 0]
113224 - [1, 1, 5, 3, 3, 0]
113225 - [1, 1, 5, 3, 3, 0]
113226 - [1, 1, 5, 3, 3, 0]
113227 - [1, 1, 5, 3, 3, 0]
113228 - [1, 1, 5, 3, 3, 0]
113229 - [1, 1, 5, 3, 3, 0]
113230 - [1, 1, 5, 3, 3, 0]
113231 - [1, 1, 5, 3, 3, 0]
113232 - [2, 1, 5, 3, 3, 0]
113233 - [2, 1, 5, 3, 3, 0]
113234 - [2, 1, 5, 3, 3, 0]
113235 - [2, 1, 5, 3, 3, 0]
113236 - [2, 1, 5, 3, 3, 0]
113237 - [2, 1, 5, 3, 3, 0]
113238 - [2, 1, 5, 3, 3, 0]
113239 - [2, 1, 5, 3, 3, 0]
113240 - [3, 1, 5, 3, 3, 0]
113241 - [3, 1, 5, 3, 3, 0]
113242 - [3, 1, 5, 3, 3, 0]
113243 - [3, 1, 5, 3, 3, 0]
113244 - [3, 1, 5, 3, 3, 0]
113245 - [3, 1, 5, 3, 3, 0]
113246 - [3, 1, 5, 3, 3, 0]
113247 - [3, 1, 5, 3, 3, 0]
113248 - [4, 1, 5, 3, 3, 0]
113249 - [4, 1, 5, 3, 3, 0]
113250 - [4, 1, 5, 3, 3, 0]
113251 - [4, 1, 5, 3, 3, 0]
113252 - [4, 1, 5, 3, 3, 0]
113253 - [4, 1, 5, 3, 3, 0]
113254 - [4, 1, 5, 3, 3, 0]
113255 - [4, 1, 5, 3, 3, 0]
113256 - [5, 1, 5, 3, 3, 0]
113257 - [5, 1, 5, 3, 3, 0]
113258 - [5, 1, 5, 3, 3, 0]
113259 - [5, 1, 5, 3, 3, 0]
113260 - [5, 1, 5, 3, 3, 0]
113261 - [5, 1, 5, 3, 3, 0]
113262 - [5, 1, 5, 3, 3, 0]
113263 - [5, 1, 5, 3, 3, 0]
113264 - [6, 1, 5, 3, 3, 0]
113265 - [6, 1, 5, 3, 3, 0]
113266 - [6, 1, 5, 3, 3, 0]
113267 - [6, 1, 5, 3, 3, 0]
113268 - [6, 1, 5, 3, 3, 0]
113269 - [6, 1, 5, 3, 3, 0]
113270 - [6, 1, 5, 3, 3, 0]
113271 - [6, 1, 5, 3, 3, 0]
113272 - [7, 1, 5, 3, 3, 0]
113273 - [7, 1, 5, 3, 3, 0]
113274 - [7, 1, 5, 3, 3, 0]
113275 - [7, 1, 5, 3, 3, 0]
113276 - [7, 1, 5, 3, 3, 0]
113277 - [7, 1, 5, 3, 3, 0]
113278 - [7, 1, 5, 3, 3, 0]
113279 - [7, 1, 5, 3, 3, 0]
113280 - [0, 2, 5, 3, 3, 0]
113281 - [0, 2, 5, 3, 3, 0]
113282 - [0, 2, 5, 3, 3, 0]
113283 - [0, 2, 5, 3, 3, 0]
113284 - [0, 2, 5, 3, 3, 0]
113285 - [0, 2, 5, 3, 3, 0]
113286 - [0, 2, 5, 3, 3, 0]
113287 - [0, 2, 5, 3, 3, 0]
113288 - [1, 2, 5, 3, 3, 0]
113289 - [1, 2, 5, 3, 3, 0]
113290 - [1, 2, 5, 3, 3, 0]
113291 - [1, 2, 5, 3, 3, 0]
113292 - [1, 2, 5, 3, 3, 0]
113293 - [1, 2, 5, 3, 3, 0]
113294 - [1, 2, 5, 3, 3, 0]
113295 - [1, 2, 5, 3, 3, 0]
113296 - [2, 2, 5, 3, 3, 0]
113297 - [2, 2, 5, 3, 3, 0]
113298 - [2, 2, 5, 3, 3, 0]
113299 - [2, 2, 5, 3, 3, 0]
113300 - [2, 2, 5, 3, 3, 0]
113301 - [2, 2, 5, 3, 3, 0]
113302 - [2, 2, 5, 3, 3, 0]
113303 - [2, 2, 5, 3, 3, 0]
113304 - [3, 2, 5, 3, 3, 0]
113305 - [3, 2, 5, 3, 3, 0]
113306 - [3, 2, 5, 3, 3, 0]
113307 - [3, 2, 5, 3, 3, 0]
113308 - [3, 2, 5, 3, 3, 0]
113309 - [3, 2, 5, 3, 3, 0]
113310 - [3, 2, 5, 3, 3, 0]
113311 - [3, 2, 5, 3, 3, 0]
113312 - [4, 2, 5, 3, 3, 0]
113313 - [4, 2, 5, 3, 3, 0]
113314 - [4, 2, 5, 3, 3, 0]
113315 - [4, 2, 5, 3, 3, 0]
113316 - [4, 2, 5, 3, 3, 0]
113317 - [4, 2, 5, 3, 3, 0]
113318 - [4, 2, 5, 3, 3, 0]
113319 - [4, 2, 5, 3, 3, 0]
113320 - [5, 2, 5, 3, 3, 0]
113321 - [5, 2, 5, 3, 3, 0]
113322 - [5, 2, 5, 3, 3, 0]
113323 - [5, 2, 5, 3, 3, 0]
113324 - [5, 2, 5, 3, 3, 0]
113325 - [5, 2, 5, 3, 3, 0]
113326 - [5, 2, 5, 3, 3, 0]
113327 - [5, 2, 5, 3, 3, 0]
113328 - [6, 2, 5, 3, 3, 0]
113329 - [6, 2, 5, 3, 3, 0]
113330 - [6, 2, 5, 3, 3, 0]
113331 - [6, 2, 5, 3, 3, 0]
113332 - [6, 2, 5, 3, 3, 0]
113333 - [6, 2, 5, 3, 3, 0]
113334 - [6, 2, 5, 3, 3, 0]
113335 - [6, 2, 5, 3, 3, 0]
113336 - [7, 2, 5, 3, 3, 0]
113337 - [7, 2, 5, 3, 3, 0]
113338 - [7, 2, 5, 3, 3, 0]
113339 - [7, 2, 5, 3, 3, 0]
113340 - [7, 2, 5, 3, 3, 0]
113341 - [7, 2, 5, 3, 3, 0]
113342 - [7, 2, 5, 3, 3, 0]
113343 - [7, 2, 5, 3, 3, 0]
113344 - [0, 3, 5, 3, 3, 0]
113345 - [0, 3, 5, 3, 3, 0]
113346 - [0, 3, 5, 3, 3, 0]
113347 - [0, 3, 5, 3, 3, 0]
113348 - [0, 3, 5, 3, 3, 0]
113349 - [0, 3, 5, 3, 3, 0]
113350 - [0, 3, 5, 3, 3, 0]
113351 - [0, 3, 5, 3, 3, 0]
113352 - [1, 3, 5, 3, 3, 0]
113353 - [1, 3, 5, 3, 3, 0]
113354 - [1, 3, 5, 3, 3, 0]
113355 - [1, 3, 5, 3, 3, 0]
113356 - [1, 3, 5, 3, 3, 0]
113357 - [1, 3, 5, 3, 3, 0]
113358 - [1, 3, 5, 3, 3, 0]
113359 - [1, 3, 5, 3, 3, 0]
113360 - [2, 3, 5, 3, 3, 0]
113361 - [2, 3, 5, 3, 3, 0]
113362 - [2, 3, 5, 3, 3, 0]
113363 - [2, 3, 5, 3, 3, 0]
113364 - [2, 3, 5, 3, 3, 0]
113365 - [2, 3, 5, 3, 3, 0]
113366 - [2, 3, 5, 3, 3, 0]
113367 - [2, 3, 5, 3, 3, 0]
113368 - [3, 3, 5, 3, 3, 0]
113369 - [3, 3, 5, 3, 3, 0]
113370 - [3, 3, 5, 3, 3, 0]
113371 - [3, 3, 5, 3, 3, 0]
113372 - [3, 3, 5, 3, 3, 0]
113373 - [3, 3, 5, 3, 3, 0]
113374 - [3, 3, 5, 3, 3, 0]
113375 - [3, 3, 5, 3, 3, 0]
113376 - [4, 3, 5, 3, 3, 0]
113377 - [4, 3, 5, 3, 3, 0]
113378 - [4, 3, 5, 3, 3, 0]
113379 - [4, 3, 5, 3, 3, 0]
113380 - [4, 3, 5, 3, 3, 0]
113381 - [4, 3, 5, 3, 3, 0]
113382 - [4, 3, 5, 3, 3, 0]
113383 - [4, 3, 5, 3, 3, 0]
113384 - [5, 3, 5, 3, 3, 0]
113385 - [5, 3, 5, 3, 3, 0]
113386 - [5, 3, 5, 3, 3, 0]
113387 - [5, 3, 5, 3, 3, 0]
113388 - [5, 3, 5, 3, 3, 0]
113389 - [5, 3, 5, 3, 3, 0]
113390 - [5, 3, 5, 3, 3, 0]
113391 - [5, 3, 5, 3, 3, 0]
113392 - [6, 3, 5, 3, 3, 0]
113393 - [6, 3, 5, 3, 3, 0]
113394 - [6, 3, 5, 3, 3, 0]
113395 - [6, 3, 5, 3, 3, 0]
113396 - [6, 3, 5, 3, 3, 0]
113397 - [6, 3, 5, 3, 3, 0]
113398 - [6, 3, 5, 3, 3, 0]
113399 - [6, 3, 5, 3, 3, 0]
113400 - [7, 3, 5, 3, 3, 0]
113401 - [7, 3, 5, 3, 3, 0]
113402 - [7, 3, 5, 3, 3, 0]
113403 - [7, 3, 5, 3, 3, 0]
113404 - [7, 3, 5, 3, 3, 0]
113405 - [7, 3, 5, 3, 3, 0]
113406 - [7, 3, 5, 3, 3, 0]
113407 - [7, 3, 5, 3, 3, 0]
113408 - [0, 4, 5, 3, 3, 0]
113409 - [0, 4, 5, 3, 3, 0]
113410 - [0, 4, 5, 3, 3, 0]
113411 - [0, 4, 5, 3, 3, 0]
113412 - [0, 4, 5, 3, 3, 0]
113413 - [0, 4, 5, 3, 3, 0]
113414 - [0, 4, 5, 3, 3, 0]
113415 - [0, 4, 5, 3, 3, 0]
113416 - [1, 4, 5, 3, 3, 0]
113417 - [1, 4, 5, 3, 3, 0]
113418 - [1, 4, 5, 3, 3, 0]
113419 - [1, 4, 5, 3, 3, 0]
113420 - [1, 4, 5, 3, 3, 0]
113421 - [1, 4, 5, 3, 3, 0]
113422 - [1, 4, 5, 3, 3, 0]
113423 - [1, 4, 5, 3, 3, 0]
113424 - [2, 4, 5, 3, 3, 0]
113425 - [2, 4, 5, 3, 3, 0]
113426 - [2, 4, 5, 3, 3, 0]
113427 - [2, 4, 5, 3, 3, 0]
113428 - [2, 4, 5, 3, 3, 0]
113429 - [2, 4, 5, 3, 3, 0]
113430 - [2, 4, 5, 3, 3, 0]
113431 - [2, 4, 5, 3, 3, 0]
113432 - [3, 4, 5, 3, 3, 0]
113433 - [3, 4, 5, 3, 3, 0]
113434 - [3, 4, 5, 3, 3, 0]
113435 - [3, 4, 5, 3, 3, 0]
113436 - [3, 4, 5, 3, 3, 0]
113437 - [3, 4, 5, 3, 3, 0]
113438 - [3, 4, 5, 3, 3, 0]
113439 - [3, 4, 5, 3, 3, 0]
113440 - [4, 4, 5, 3, 3, 0]
113441 - [4, 4, 5, 3, 3, 0]
113442 - [4, 4, 5, 3, 3, 0]
113443 - [4, 4, 5, 3, 3, 0]
